"Size","Order","Completeness","SizeLcc","OrderLcc","RelativeSizeLcc","RelativeOrderLcc","Entity"
97785,2389,0.0717890926977531,88439,483,0.0649277043421444,0.20217664294684,"g1"
88007,2389,0.0646105505041792,83073,968,0.0609882425492708,0.405190456257848,"g1"
79206,2389,0.0581492752080404,71616,488,0.0525770584715681,0.204269568857262,"g1"
71285,2389,0.0523340540262753,66233,793,0.0486251160878487,0.331938049393051,"g1"
64157,2389,0.0471010156998491,57988,483,0.0425720295276096,0.20217664294684,"g1"
57741,2389,0.0423906938841434,52284,482,0.0383844242226244,0.201758057764755,"g1"
51967,2389,0.0381516979109693,47027,480,0.0345249850416448,0.200920887400586,"g1"
46770,2389,0.0343363078741516,42313,487,0.0310641906153298,0.203850983675178,"g1"
42093,2389,0.0309026770867364,38187,510,0.0280350778018009,0.213478442863123,"g1"
37884,2389,0.0278126296237836,34219,488,0.0251219610678981,0.204269568857262,"g1"
34095,2389,0.0250309261699636,31407,670,0.0230575245115133,0.280452071996651,"g1"
30686,2389,0.0225282006291686,27814,475,0.020419714928622,0.198827961490163,"g1"
27617,2389,0.0202750869052907,25524,674,0.0187385059264453,0.28212641272499,"g1"
24855,2389,0.0182473579690408,22528,484,0.0165389853279642,0.202595228128924,"g1"
22370,2389,0.0164229892483381,20019,445,0.0146969969495968,0.186270406027627,"g1"
20133,2389,0.0147806903235043,18203,462,0.0133637761862985,0.193386354123064,"g1"
18119,2389,0.0133021073844719,16378,471,0.012023948051376,0.197153620761825,"g1"
16307,2389,0.0119718232307845,14706,455,0.0107964452340661,0.190456257848472,"g1"
14677,2389,0.0107751548143879,13258,456,0.00973339255496048,0.190874843030557,"g1"
13209,2389,0.00969741908722832,11734,437,0.00861454429324984,0.18292172457095,"g1"
11888,2389,0.00872760376326522,10675,435,0.00783707689879342,0.182084554206781,"g1"
10699,2389,0.00785469655645816,9580,427,0.0070331800178399,0.178735872750105,"g1"
9629,2389,0.00706915348557207,8755,443,0.00642750428561465,0.185433235663458,"g1"
8666,2389,0.00636216472177459,7785,431,0.00571537645499829,0.180410213478443,"g1"
7800,2389,0.00572638874103875,7010,438,0.0051464083429079,0.183340309753035,"g1"
7020,2389,0.00515374986693488,6351,438,0.0046626019095304,0.183340309753035,"g1"
6318,2389,0.00463837488024139,5677,429,0.00416778319011244,0.179573043114274,"g1"
5686,2389,0.00417439056173671,5076,424,0.00372655759609137,0.177480117203851,"g1"
5117,2389,0.00375665784460196,4593,421,0.00337196198558859,0.176224361657597,"g1"
4605,2389,0.00338077181442096,4178,436,0.00306728873846922,0.182503139388866,"g1"
4145,2389,0.00304306170918021,3727,414,0.00273618600485275,0.173294265383005,"g1"
3730,2389,0.00273838846206084,3335,411,0.00244839826299542,0.172038509836752,"g1"
3357,2389,0.00246454961585476,3007,413,0.00220759627491071,0.172875680200921,"g1"
3021,2389,0.00221787440854847,2702,415,0.00198367979208804,0.17371285056509,"g1"
2719,2389,0.00199616038293389,2439,413,0.00179059771017866,0.172875680200921,"g1"
2447,2389,0.00179647092940023,2213,412,0.00162467926716907,0.172457095018836,"g1"
2202,2389,0.0016166035907394,1960,411,0.00143893870928666,0.172038509836752,"g1"
1982,2389,0.001455090062146,1773,411,0.00130165220998227,0.172038509836752,"g1"
1784,2389,0.00130972788641194,1590,412,0.00116730232028867,0.172457095018836,"g1"
1605,2389,0.00117831460632913,1438,409,0.00105571115507868,0.171201339472583,"g1"
1445,2389,0.00106085022189756,1283,410,0.000941917532660605,0.171619924654667,"g1"
1300,2389,0.000954398123506459,1163,407,0.000853819244336932,0.170364169108414,"g1"
1170,2389,0.000858958311155813,1040,409,0.000763518498805167,0.171201339472583,"g1"
1053,2389,0.000773062480040232,927,403,0.000680559277300375,0.168689828380075,"g1"
948,2389,0.000695976477757018,843,396,0.000618890475473804,0.165759732105483,"g1"
853,2389,0.000626231999500776,755,397,0.000554285064036443,0.166178317287568,"g1"
768,2389,0.000563829045271508,677,389,0.000497021176626056,0.162829635830892,"g1"
691,2389,0.000507299310263818,619,377,0.000454440337269614,0.157806613645877,"g1"
622,2389,0.000456642794477706,554,370,0.000406720431094291,0.154876517371285,"g1"
559,2389,0.000410391193107777,490,349,0.000359734677321665,0.146086228547509,"g1"
503,2389,0.00036927865855673,438,330,0.000321558752381407,0.138133110087903,"g1"
453,2389,0.000332571038421866,387,323,0.000284116979843846,0.135203013813311,"g1"
408,2389,0.000299534180300489,333,290,0.000244472750098193,0.121389702804521,"g1"
367,2389,0.0002694339317899,290,268,0.00021290419678221,0.112180828798661,"g1"
330,2389,0.000242270292890101,240,218,0.000176196576647346,0.0912515696944328,"g1"
297,2389,0.000218043263601091,193,187,0.000141691413720574,0.0782754290498116,"g1"
267,2389,0.000196018691520173,77,78,5.65297350076902e-05,0.0326496442025952,"g1"
241,2389,0.000176930729050044,36,36,2.64294864971019e-05,0.015069066555044,"g1"
216,2389,0.000158576918982612,52,53,3.81759249402583e-05,0.0221850146504814,"g1"
195,2389,0.000143159718525969,17,18,1.24805908458537e-05,0.00753453327752198,"g1"
175,2389,0.000128476670472023,33,33,2.42270292890101e-05,0.0138133110087903,"g1"
158,2389,0.00011599607962617,21,21,1.54172004566428e-05,0.00879028882377564,"g1"
142,2389,0.000104249641183013,15,16,1.10122860404591e-05,0.00669736291335287,"g1"
128,2389,9.39715075452513e-05,5,6,3.67076201348638e-06,0.00251151109250733,"g1"
115,2389,8.44275263101867e-05,7,8,5.13906681888093e-06,0.00334868145667643,"g1"
103,2389,7.56176974778194e-05,7,8,5.13906681888093e-06,0.00334868145667643,"g1"
93,2389,6.82761734508467e-05,7,8,5.13906681888093e-06,0.00334868145667643,"g1"
84,2389,6.16688018265712e-05,4,5,2.9366096107891e-06,0.00209292591042277,"g1"
75,2389,5.50614302022957e-05,7,8,5.13906681888093e-06,0.00334868145667643,"g1"
68,2389,4.99223633834148e-05,4,5,2.9366096107891e-06,0.00209292591042277,"g1"
61,2389,4.47832965645338e-05,6,7,4.40491441618366e-06,0.00293009627459188,"g1"
55,2389,4.03783821483502e-05,4,5,2.9366096107891e-06,0.00209292591042277,"g1"
49,2389,3.59734677321665e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
44,2389,3.23027057186801e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
40,2389,2.9366096107891e-05,4,5,2.9366096107891e-06,0.00209292591042277,"g1"
36,2389,2.64294864971019e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
32,2389,2.34928768863128e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
29,2389,2.1290419678221e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
26,2389,1.90879624701292e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
23,2389,1.68855052620373e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
21,2389,1.54172004566428e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
19,2389,1.39488956512482e-05,1,2,7.34152402697276e-07,0.000837170364169108,"g1"
17,2389,1.24805908458537e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
15,2389,1.10122860404591e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
14,2389,1.02781336377619e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
12,2389,8.80982883236731e-06,1,2,7.34152402697276e-07,0.000837170364169108,"g1"
11,2389,8.07567642967003e-06,1,2,7.34152402697276e-07,0.000837170364169108,"g1"
1362115,2389,1,1310329,1563,0.961981183673919,0.654248639598158,"g1"
1225903,2389,0.899999632923799,1179264,1556,0.8657594990144,0.651318543323566,"g1"
1103313,2389,0.80999988987714,1061291,1547,0.779149337610995,0.647551276684805,"g1"
992981,2389,0.728999386982744,955198,1545,0.701260906751633,0.646714106320636,"g1"
893683,2389,0.65609952169971,859658,1534,0.631119986197935,0.642109669317706,"g1"
804315,2389,0.59048978977546,773787,1533,0.568077585225917,0.641691084135622,"g1"
723883,2389,0.531440443721712,696226,1485,0.511135990720314,0.621598995395563,"g1"
651495,2389,0.478296619595262,626489,1480,0.459938404613414,0.61950606948514,"g1"
586345,2389,0.430466590559534,564046,1488,0.414095726131788,0.622854750941817,"g1"
527711,2389,0.387420298579782,507521,1479,0.372597761569324,0.619087484303056,"g1"
474940,2389,0.348678342137044,456952,1471,0.335472408717326,0.615738802846379,"g1"
427446,2389,0.31381050792334,411021,1434,0.301752054709037,0.600251151109251,"g1"
384701,2389,0.282429163470045,369783,1433,0.271477077926607,0.599832565927166,"g1"
346231,2389,0.254186320538281,332844,1418,0.244358222323372,0.593553788195898,"g1"
311608,2389,0.228767761899693,290300,982,0.213124442503019,0.411050648807032,"g1"
280447,2389,0.205890838879243,269404,1351,0.197783593896257,0.565508580996233,"g1"
252402,2389,0.185301534745598,242452,1322,0.17799671833876,0.553369610715781,"g1"
227162,2389,0.166771528101519,218278,1354,0.160249318155956,0.566764336542486,"g1"
204446,2389,0.150094522121847,185343,550,0.136070008773121,0.230221850146505,"g1"
184001,2389,0.135084776248701,174572,1157,0.128162453243669,0.484303055671829,"g1"
165601,2389,0.121576372039072,149587,485,0.109819655462277,0.203013813311009,"g1"
149041,2389,0.109418808250405,139446,980,0.102374615946524,0.410213478442863,"g1"
134137,2389,0.0984770008406045,126968,1069,0.0932138622656677,0.447467559648388,"g1"
120723,2389,0.0886290805108232,109185,485,0.0801584300885021,0.203013813311009,"g1"
108651,2389,0.0797663927054617,102665,995,0.0753717564229158,0.416492256174131,"g1"
97785,2389,0.0717890926977531,90188,749,0.0662117368944619,0.313520301381331,"g1"
88007,2389,0.0646105505041792,79708,515,0.0585178197141945,0.215571368773545,"g1"
79206,2389,0.0581492752080404,71768,519,0.0526886496367781,0.217245709501884,"g1"
71285,2389,0.0523340540262753,64388,484,0.0472706049048722,0.202595228128924,"g1"
64157,2389,0.0471010156998491,58120,483,0.0426689376447657,0.20217664294684,"g1"
57741,2389,0.0423906938841434,52247,483,0.0383572605837246,0.20217664294684,"g1"
51967,2389,0.0381516979109693,47069,507,0.0345558194425581,0.212222687316869,"g1"
46770,2389,0.0343363078741516,42352,483,0.031092822559035,0.20217664294684,"g1"
42093,2389,0.0309026770867364,38058,482,0.0279403721418529,0.201758057764755,"g1"
37884,2389,0.0278126296237836,34240,479,0.0251373782683547,0.200502302218501,"g1"
34095,2389,0.0250309261699636,30463,455,0.0223644846433671,0.190456257848472,"g1"
30686,2389,0.0225282006291686,27809,476,0.0204160441666085,0.199246546672248,"g1"
27617,2389,0.0202750869052907,24909,467,0.0182870021987864,0.195479280033487,"g1"
24855,2389,0.0182473579690408,22552,475,0.016556604985629,0.198827961490163,"g1"
22370,2389,0.0164229892483381,20225,472,0.0148482323445524,0.19757220594391,"g1"
20133,2389,0.0147806903235043,18240,464,0.0133909398251983,0.194223524487233,"g1"
18119,2389,0.0133021073844719,16353,464,0.0120055942413086,0.194223524487233,"g1"
16307,2389,0.0119718232307845,14750,455,0.0108287479397848,0.190456257848472,"g1"
14677,2389,0.0107751548143879,13232,451,0.00971430459249036,0.188781917120134,"g1"
13209,2389,0.00969741908722832,11974,448,0.00879074086989718,0.18752616157388,"g1"
11888,2389,0.00872760376326522,10727,444,0.00787525282373368,0.185851820845542,"g1"
10699,2389,0.00785469655645816,9731,452,0.00714403703064719,0.189200502302218,"g1"
9629,2389,0.00706915348557207,8725,448,0.00640547971353373,0.18752616157388,"g1"
8666,2389,0.00636216472177459,7753,433,0.00569188357811198,0.181247383842612,"g1"
7800,2389,0.00572638874103875,7081,446,0.00519853316349941,0.186688991209711,"g1"
7020,2389,0.00515374986693488,6317,422,0.00463764072783869,0.176642946839682,"g1"
6318,2389,0.00463837488024139,5703,444,0.00418687115258256,0.185851820845542,"g1"
5686,2389,0.00417439056173671,5111,437,0.00375225293018578,0.18292172457095,"g1"
5117,2389,0.00375665784460196,4554,417,0.00334333004188339,0.174550020929259,"g1"
4605,2389,0.00338077181442096,4111,415,0.0030181005274885,0.17371285056509,"g1"
4145,2389,0.00304306170918021,3713,424,0.00272590787121499,0.177480117203851,"g1"
3730,2389,0.00273838846206084,3364,432,0.00246968868267364,0.180828798660527,"g1"
3357,2389,0.00246454961585476,2998,413,0.00220098890328643,0.172875680200921,"g1"
3021,2389,0.00221787440854847,2701,414,0.00198294563968534,0.173294265383005,"g1"
2719,2389,0.00199616038293389,2444,418,0.00179426847219214,0.174968606111344,"g1"
2447,2389,0.00179647092940023,2188,414,0.00160632545710164,0.173294265383005,"g1"
2202,2389,0.0016166035907394,1953,412,0.00143379964246778,0.172457095018836,"g1"
1982,2389,0.001455090062146,1776,410,0.00130385466719036,0.171619924654667,"g1"
1784,2389,0.00130972788641194,1610,411,0.00118198536834261,0.172038509836752,"g1"
1605,2389,0.00117831460632913,1422,412,0.00104396471663553,0.172457095018836,"g1"
1445,2389,0.00106085022189756,1296,409,0.00095146151389567,0.171201339472583,"g1"
1300,2389,0.000954398123506459,1159,408,0.000850882634726143,0.170782754290498,"g1"
1170,2389,0.000858958311155813,1044,406,0.000766455108415956,0.169945583926329,"g1"
1053,2389,0.000773062480040232,943,402,0.000692305715743531,0.168271243197991,"g1"
948,2389,0.000695976477757018,838,399,0.000615219713460317,0.167015487651737,"g1"
853,2389,0.000626231999500776,778,406,0.000571170569298481,0.169945583926329,"g1"
768,2389,0.000563829045271508,685,390,0.000502894395847634,0.163248221012976,"g1"
691,2389,0.000507299310263818,621,383,0.000455908642075008,0.160318124738384,"g1"
622,2389,0.000456642794477706,556,362,0.000408188735899685,0.151527835914609,"g1"
559,2389,0.000410391193107777,494,368,0.000362671286932454,0.154039347007116,"g1"
503,2389,0.00036927865855673,422,338,0.00030981231393825,0.141481791544579,"g1"
453,2389,0.000332571038421866,381,308,0.000279712065427662,0.128924236082043,"g1"
408,2389,0.000299534180300489,341,293,0.000250345969319771,0.122645458350774,"g1"
367,2389,0.0002694339317899,296,270,0.000217309111198394,0.11301799916283,"g1"
330,2389,0.000242270292890101,250,223,0.000183538100674319,0.0933444956048556,"g1"
297,2389,0.000218043263601091,122,119,8.95665931290677e-05,0.049811636668062,"g1"
267,2389,0.000196018691520173,114,109,8.36933739074895e-05,0.0456257848472164,"g1"
241,2389,0.000176930729050044,130,127,9.54398123506459e-05,0.0531603181247384,"g1"
216,2389,0.000158576918982612,47,48,3.4505162926772e-05,0.0200920887400586,"g1"
195,2389,0.000143159718525969,30,31,2.20245720809183e-05,0.0129761406446212,"g1"
175,2389,0.000128476670472023,15,16,1.10122860404591e-05,0.00669736291335287,"g1"
158,2389,0.00011599607962617,16,17,1.17464384431564e-05,0.00711594809543742,"g1"
142,2389,0.000104249641183013,11,12,8.07567642967003e-06,0.00502302218501465,"g1"
128,2389,9.39715075452513e-05,7,8,5.13906681888093e-06,0.00334868145667643,"g1"
115,2389,8.44275263101867e-05,12,13,8.80982883236731e-06,0.0054416073670992,"g1"
103,2389,7.56176974778194e-05,10,11,7.34152402697276e-06,0.0046044370029301,"g1"
93,2389,6.82761734508467e-05,9,10,6.60737162427548e-06,0.00418585182084554,"g1"
84,2389,6.16688018265712e-05,5,6,3.67076201348638e-06,0.00251151109250733,"g1"
75,2389,5.50614302022957e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
68,2389,4.99223633834148e-05,6,7,4.40491441618366e-06,0.00293009627459188,"g1"
61,2389,4.47832965645338e-05,4,5,2.9366096107891e-06,0.00209292591042277,"g1"
55,2389,4.03783821483502e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
49,2389,3.59734677321665e-05,4,5,2.9366096107891e-06,0.00209292591042277,"g1"
44,2389,3.23027057186801e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
40,2389,2.9366096107891e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
36,2389,2.64294864971019e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
32,2389,2.34928768863128e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
29,2389,2.1290419678221e-05,3,4,2.20245720809183e-06,0.00167434072833822,"g1"
26,2389,1.90879624701292e-05,2,3,1.46830480539455e-06,0.00125575554625366,"g1"
