"Size","Order","Completeness","SizeLcc","OrderLcc","RelativeSizeLcc","RelativeOrderLcc","Entity"
57,2869,2.91280443277733e-05,4,5,2.04407328615953e-06,0.00174276751481352,"mm"
51,2869,2.6061934398534e-05,4,5,2.04407328615953e-06,0.00174276751481352,"mm"
46,2869,2.35068427908346e-05,5,6,2.55509160769941e-06,0.00209132101777623,"mm"
42,2869,2.1462769504675e-05,3,4,1.53305496461965e-06,0.00139421401185082,"mm"
37,2869,1.89076778969756e-05,4,5,2.04407328615953e-06,0.00174276751481352,"mm"
34,2869,1.7374622932356e-05,2,3,1.02203664307976e-06,0.00104566050888811,"mm"
30,2869,1.53305496461965e-05,3,4,1.53305496461965e-06,0.00139421401185082,"mm"
27,2869,1.37974946815768e-05,2,3,1.02203664307976e-06,0.00104566050888811,"mm"
24,2869,1.22644397169572e-05,2,3,1.02203664307976e-06,0.00104566050888811,"mm"
22,2869,1.12424030738774e-05,2,3,1.02203664307976e-06,0.00104566050888811,"mm"
20,2869,1.02203664307976e-05,3,4,1.53305496461965e-06,0.00139421401185082,"mm"
18,2869,9.19832978771788e-06,2,3,1.02203664307976e-06,0.00104566050888811,"mm"
16,2869,8.17629314463812e-06,2,3,1.02203664307976e-06,0.00104566050888811,"mm"
14,2869,7.15425650155835e-06,2,3,1.02203664307976e-06,0.00104566050888811,"mm"
13,2869,6.64323818001847e-06,1,2,5.11018321539882e-07,0.00069710700592541,"mm"
11,2869,5.6212015369387e-06,1,2,5.11018321539882e-07,0.00069710700592541,"mm"
1956877,2869,1,1898628,1969,0.970233693788623,0.686301847333566,"mm"
1761189,2869,0.899999846694504,1708846,1960,0.873251614690141,0.683164865806901,"mm"
1585070,2869,0.809999810923221,1537939,1929,0.785915006410725,0.672359707215058,"mm"
1426563,2869,0.728999829830899,1384031,1939,0.707265198579165,0.675845242244685,"mm"
1283906,2869,0.656099489134984,1245655,1934,0.636552527317762,0.674102474729871,"mm"
1155516,2869,0.590489846832479,1120862,1908,0.572781017917835,0.665040083652841,"mm"
1039964,2869,0.531440657741902,1008894,1905,0.515563318491658,0.663994423143953,"mm"
935968,2869,0.47829679637504,908009,1896,0.464009235123107,0.660857441617288,"mm"
842371,2869,0.430467014533872,817121,1865,0.41756380191499,0.650052283025444,"mm"
758134,2869,0.387420364182317,735447,1851,0.375826891521542,0.645172533983967,"mm"
682320,2869,0.348678021153092,661856,1822,0.3382205422211,0.635064482398048,"mm"
614088,2869,0.313810219037783,595621,1820,0.304373243693906,0.634367375392123,"mm"
552679,2869,0.282429094930341,536195,1775,0.274005468918077,0.618682467758801,"mm"
497411,2869,0.254186134335474,482575,1799,0.246604666517109,0.627047751829906,"mm"
447670,2869,0.228767572003759,434012,1756,0.221788083768167,0.61205995120251,"mm"
402903,2869,0.205890814803383,390547,1714,0.199576672422436,0.597420704078076,"mm"
362613,2869,0.185301886628541,351451,1664,0.179597900123513,0.579993028929941,"mm"
326351,2869,0.166771340252862,316356,1667,0.161663712129071,0.581038689438829,"mm"
293716,2869,0.150094257329408,265053,567,0.13544693917911,0.197629836179854,"mm"
264345,2869,0.13508513820746,255994,1583,0.130817624204281,0.551760195189962,"mm"
237910,2869,0.121576368877553,230389,1576,0.117733000081252,0.549320320669223,"mm"
214119,2869,0.109418731989798,204417,1256,0.104460832234218,0.437783199721157,"mm"
192707,2869,0.0984768076889861,186389,1498,0.0952481939334971,0.522133147438132,"mm"
173436,2869,0.088628973614591,167750,1428,0.0857233234383152,0.497734402230742,"mm"
156093,2869,0.0797663828641248,149361,1289,0.0763262075235183,0.449285465318926,"mm"
140483,2869,0.0717893868648873,126916,569,0.0648564012965557,0.198326943185779,"mm"
126435,2869,0.064610601483895,120237,1249,0.0614433099269908,0.435343325200418,"mm"
113791,2869,0.0581492858263447,102722,565,0.0524928240252198,0.196932729173928,"mm"
102412,2869,0.0523344083455424,92379,566,0.0472073615255328,0.197281282676891,"mm"
92171,2869,0.0471010697146525,83280,571,0.0425576058178414,0.199024050191704,"mm"
82954,2869,0.0423910138450194,74974,566,0.0383130876391311,0.197281282676891,"mm"
74658,2869,0.0381516058495245,70241,1013,0.0358944379232829,0.35308469850122,"mm"
67192,2869,0.0343363430609078,60582,563,0.0309585119555291,0.196235622168003,"mm"
60473,2869,0.0309028109584813,54770,595,0.0279884734707393,0.207389334262809,"mm"
54426,2869,0.0278126831681296,51097,916,0.0261115031757234,0.319275008713838,"mm"
48983,2869,0.025031210443988,45849,931,0.0234296790242821,0.324503311258278,"mm"
44085,2869,0.0225282427050857,39791,553,0.0203339300323935,0.192750087138376,"mm"
39676,2869,0.0202751629254164,35853,554,0.0183215398821694,0.193098640641338,"mm"
35709,2869,0.0182479532438677,32202,556,0.0164558119902273,0.193795747647264,"mm"
32138,2869,0.0164231068176487,28926,553,0.0147817159688626,0.192750087138376,"mm"
28924,2869,0.0147806939322196,26136,558,0.0133559748517664,0.194492854653189,"mm"
26031,2869,0.0133023179280047,23495,549,0.0120063754645795,0.191355873126525,"mm"
23428,2869,0.0119721372370364,21169,543,0.0108177468486778,0.189264552108749,"mm"
21085,2869,0.0107748213096684,19016,543,0.0097175244024024,0.189264552108749,"mm"
18977,2869,0.00969759468786234,17071,543,0.00872359376700733,0.189264552108749,"mm"
17079,2869,0.00872768191357965,15494,533,0.00791771787393893,0.185779017079122,"mm"
15371,2869,0.00785486262038953,13792,509,0.00704796469067805,0.177413733008017,"mm"
13834,2869,0.00706942746018273,12445,516,0.00635962301156383,0.179853607528756,"mm"
12450,2869,0.00636217810317153,11144,505,0.00569478817524045,0.176019518996166,"mm"
11205,2869,0.00572596029285438,10131,524,0.00517712661552055,0.182642035552457,"mm"
10085,2869,0.00515361977272971,8999,503,0.0045986538755374,0.175322411990241,"mm"
9076,2869,0.00463800228629597,8145,503,0.00416224422894234,0.175322411990241,"mm"
8169,2869,0.0041745086686593,7338,495,0.00374985244345966,0.172533983966539,"mm"
7352,2869,0.00375700669996121,6593,499,0.00336914379391244,0.17392819797839,"mm"
6616,2869,0.00338089721530786,5932,501,0.00303136068337458,0.174625304984315,"mm"
5955,2869,0.00304311410477,5359,502,0.00273854718513223,0.174973858487278,"mm"
5359,2869,0.00273854718513223,4815,492,0.00246055321821453,0.171488323457651,"mm"
4823,2869,0.00246464136478685,4352,495,0.00222395173534157,0.172533983966539,"mm"
4341,2869,0.00221833053380463,3904,495,0.0019950155272917,0.172533983966539,"mm"
3907,2869,0.00199654858225632,3491,494,0.00178396496049573,0.172185430463576,"mm"
3516,2869,0.00179674041853423,3131,492,0.00159999836474137,0.171488323457651,"mm"
3164,2869,0.00161686196935219,2840,496,0.00145129203317327,0.172882537469502,"mm"
2848,2869,0.00145538017974558,2557,495,0.00130667384817748,0.172533983966539,"mm"
2563,2869,0.00130973995810672,2282,493,0.00116614380975401,0.171836876960613,"mm"
2307,2869,0.00117891926779251,2042,490,0.00104349941258444,0.170791216451725,"mm"
2076,2869,0.0010608740355168,1876,485,0.000958670371208819,0.169048448936912,"mm"
1868,2869,0.0009545822246365,1677,488,0.000856977725222382,0.1700941094458,"mm"
1681,2869,0.000859021798508542,1490,483,0.000761417299094424,0.168351341930986,"mm"
1513,2869,0.000773170720489842,1337,484,0.000683231495898823,0.168699895433949,"mm"
1362,2869,0.00069600695393732,1226,484,0.000626508462207896,0.168699895433949,"mm"
1226,2869,0.000626508462207896,1088,479,0.000555987933835392,0.166957127919136,"mm"
1103,2869,0.00056365320865849,989,472,0.000505397120002943,0.164517253398397,"mm"
993,2869,0.000507441193289103,897,467,0.000458383434421274,0.162774485883583,"mm"
893,2869,0.000456339361135115,802,458,0.000409836693874985,0.159637504356919,"mm"
804,2869,0.000410858730518065,725,451,0.000370488283116415,0.15719762983618,"mm"
724,2869,0.000369977264794875,636,449,0.000325007652499365,0.156500522830254,"mm"
651,2869,0.000332672927322463,582,426,0.000297412663136211,0.148483792262112,"mm"
586,2869,0.000299456736422371,505,407,0.000258064252377641,0.141861275705821,"mm"
527,2869,0.000269306655451518,459,385,0.000234557409586806,0.134193098640641,"mm"
475,2869,0.000242733702731444,371,335,0.000189587797291296,0.116765423492506,"mm"
427,2869,0.00021820482329753,342,307,0.00017476826596664,0.10700592540955,"mm"
384,2869,0.000196231035471315,307,290,0.000156882624712744,0.101080515859184,"mm"
346,2869,0.000176812339252799,233,225,0.000119067268918793,0.0784245381666086,"mm"
311,2869,0.000158926697998903,130,129,6.64323818001847e-05,0.0449634018821889,"mm"
280,2869,0.000143085130031167,117,116,5.97891436201662e-05,0.0404322063436738,"mm"
252,2869,0.00012877661702805,23,24,1.17534213954173e-05,0.00836528407110491,"mm"
227,2869,0.000116001158989553,30,31,1.53305496461965e-05,0.0108051585918438,"mm"
204,2869,0.000104247737594136,20,21,1.02203664307976e-05,0.0073196235622168,"mm"
184,2869,9.40273711633383e-05,11,12,5.6212015369387e-06,0.00418264203555246,"mm"
165,2869,8.43180230540806e-05,16,17,8.17629314463812e-06,0.00592540955036598,"mm"
149,2869,7.61417299094424e-05,7,8,3.57712825077918e-06,0.00278842802370164,"mm"
134,2869,6.84764550863442e-05,11,12,5.6212015369387e-06,0.00418264203555246,"mm"
120,2869,6.13221985847859e-05,11,11,5.6212015369387e-06,0.00383408853258975,"mm"
108,2869,5.51899787263073e-05,8,9,4.08814657231906e-06,0.00313698152666434,"mm"
97,2869,4.95687771893686e-05,7,8,3.57712825077918e-06,0.00278842802370164,"mm"
88,2869,4.49696122955096e-05,4,5,2.04407328615953e-06,0.00174276751481352,"mm"
